country,year,sex,age,suicides_no,population,suicides_per_thousand,,,,183.3528646
Panama,1982,female,5-14 years,0,258000,0,,,,
Panama,1982,female,55-74 years,0,75000,0,,,,
Panama,1982,female,75+ years,0,16000,0,,,,
Panama,1982,male,15-24 years,6,216000,0.027777778,,,,
Panama,1982,male,25-34 years,5,150000,0.033333333,,,,
Panama,1982,male,35-54 years,14,173000,0.080924855,,,,
Panama,1982,male,5-14 years,0,269000,0,,,,
Panama,1982,male,55-74 years,4,80000,0.05,,,,
Panama,1982,male,75+ years,1,15000,0.066666667,,,,
Panama,1983,female,15-24 years,3,216000,0.013888889,,,,
Panama,1983,female,25-34 years,1,149000,0.006711409,,,,
Panama,1983,female,35-54 years,1,169000,0.00591716,,,,
Panama,1983,female,5-14 years,2,260000,0.007692308,,,,
Panama,1983,female,55-74 years,0,78000,0,,,,
Panama,1983,female,75+ years,0,16000,0,,,,
Panama,1983,male,15-24 years,11,221000,0.049773756,,,,
Panama,1983,male,25-34 years,6,156000,0.038461538,,,,
Panama,1983,male,35-54 years,5,178000,0.028089888,,,,
Panama,1983,male,5-14 years,0,271000,0,,,,
Panama,1983,male,55-74 years,7,83000,0.084337349,,,,
Panama,1983,male,75+ years,3,15000,0.2,,,,
Panama,1984,female,15-24 years,2,209800,0.009532888,,,,
Panama,1984,female,25-34 years,1,148900,0.006715917,,,,
Panama,1984,female,35-54 years,1,171700,0.005824112,,,,
Panama,1984,female,5-14 years,0,269600,0,,,,
Panama,1984,female,55-74 years,1,83800,0.011933174,,,,
Panama,1984,female,75+ years,0,14100,0,,,,
Panama,1984,male,15-24 years,6,219600,0.027322404,,,,
Panama,1984,male,25-34 years,6,158700,0.037807183,,,,
Panama,1984,male,35-54 years,4,180400,0.022172949,,,,
Panama,1984,male,5-14 years,1,279400,0.003579098,,,,
Panama,1984,male,55-74 years,7,86000,0.081395349,,,,
Panama,1984,male,75+ years,0,11900,0,,,,
Panama,1985,female,15-24 years,4,228100,0.017536168,,,,
Panama,1985,female,25-34 years,3,160000,0.01875,,,,
Panama,1985,female,35-54 years,1,182000,0.005494505,,,,
Panama,1985,female,5-14 years,1,263200,0.003799392,,,,
Panama,1985,female,55-74 years,3,83000,0.036144578,,,,
Panama,1985,female,75+ years,0,16000,0,,,,
Panama,1985,male,15-24 years,10,233200,0.042881647,,,,
Panama,1985,male,25-34 years,15,168000,0.089285714,,,,
Panama,1985,male,35-54 years,14,190000,0.073684211,,,,
Panama,1985,male,5-14 years,0,274200,0,,,,
Panama,1985,male,55-74 years,2,87000,0.022988506,,,,
Panama,1985,male,75+ years,3,15000,0.2,,,,
Panama,1986,female,15-24 years,8,232900,0.034349506,,,,
Panama,1986,female,25-34 years,2,163400,0.012239902,,,,
Panama,1986,female,35-54 years,3,185800,0.016146394,,,,
Panama,1986,female,5-14 years,1,268800,0.003720238,,,,
Panama,1986,female,55-74 years,0,84800,0,,,,
Panama,1986,female,75+ years,1,16400,0.06097561,,,,
Panama,1986,male,15-24 years,17,238100,0.071398572,,,,
Panama,1986,male,25-34 years,15,171600,0.087412587,,,,
Panama,1986,male,35-54 years,18,194000,0.092783505,,,,
Panama,1986,male,5-14 years,2,280000,0.007142857,,,,
Panama,1986,male,55-74 years,14,88800,0.157657658,,,,
Panama,1986,male,75+ years,1,15300,0.065359477,,,,
Panama,1987,female,15-24 years,8,237800,0.033641716,,,,
Panama,1987,female,25-34 years,5,166900,0.029958059,,,,
Panama,1987,female,35-54 years,4,189800,0.021074816,,,,
Panama,1987,female,5-14 years,1,274400,0.003644315,,,,
Panama,1987,female,55-74 years,3,86600,0.034642032,,,,
Panama,1987,female,75+ years,0,16600,0,,,,
Panama,1987,male,15-24 years,16,243100,0.065816536,,,,
Panama,1987,male,25-34 years,18,175200,0.102739726,,,,
Panama,1987,male,35-54 years,16,198200,0.080726539,,,,
Panama,1987,male,5-14 years,2,285900,0.006995453,,,,
Panama,1987,male,55-74 years,9,90700,0.099228225,,,,
Panama,1987,male,75+ years,3,15600,0.192307692,,,,
Panama,1988,female,15-24 years,9,242006,0.037189161,,,,
Panama,1988,female,25-34 years,1,182061,0.005492665,,,,
Panama,1988,female,35-54 years,4,206867,0.019336095,,,,
Panama,1988,female,5-14 years,2,278724,0.007175557,,,,
Panama,1988,female,55-74 years,4,90288,0.044302676,,,,
Panama,1988,female,75+ years,1,21630,0.046232085,,,,
Panama,1988,male,15-24 years,19,249617,0.076116611,,,,
Panama,1988,male,25-34 years,20,184509,0.108395796,,,,
Panama,1988,male,35-54 years,19,208538,0.091110493,,,,
Panama,1988,male,5-14 years,1,290522,0.00344208,,,,
Panama,1988,male,55-74 years,5,91079,0.054897397,,,,
Panama,1988,male,75+ years,2,18469,0.108289566,,,,
Panama,1989,female,15-24 years,4,246800,0.016207455,,,,
Panama,1989,female,25-34 years,1,188050,0.005317735,,,,
Panama,1989,female,35-54 years,3,214541,0.013983341,,,,
Panama,1989,female,5-14 years,0,280439,0,,,,
Panama,1989,female,55-74 years,1,93400,0.010706638,,,,
Panama,1989,female,75+ years,0,22581,0,,,,
Panama,1989,male,15-24 years,17,254642,0.066760393,,,,
Panama,1989,male,25-34 years,18,190591,0.094443074,,,,
Panama,1989,male,35-54 years,15,215756,0.06952298,,,,
Panama,1989,male,5-14 years,1,292622,0.003417378,,,,
Panama,1989,male,55-74 years,6,93894,0.063901847,,,,
Panama,1989,male,75+ years,4,19163,0.208735584,,,,
Panama,1996,female,15-24 years,5,273332,0.018292772,,,,
Panama,1996,female,25-34 years,3,229521,0.013070699,,,,
Panama,1996,female,35-54 years,3,278702,0.010764185,,,,
Panama,1996,female,5-14 years,1,296877,0.003368398,,,,
Panama,1996,female,55-74 years,2,118953,0.016813363,,,,
Panama,1996,female,75+ years,1,30136,0.033182904,,,,
Panama,1996,male,15-24 years,23,282819,0.081324098,,,,
Panama,1996,male,25-34 years,30,232978,0.128767523,,,,
Panama,1996,male,35-54 years,30,277304,0.10818452,,,,
Panama,1996,male,5-14 years,0,309820,0,,,,
Panama,1996,male,55-74 years,11,116725,0.094238595,,,,
Panama,1996,male,75+ years,4,25684,0.155738981,,,,
Panama,1997,female,15-24 years,8,275779,0.029008735,,,,
Panama,1997,female,25-34 years,2,235216,0.008502823,,,,
Panama,1997,female,35-54 years,7,289218,0.024203196,,,,
Panama,1997,female,5-14 years,0,299645,0,,,,
Panama,1997,female,55-74 years,2,123175,0.016237061,,,,
Panama,1997,female,75+ years,2,31304,0.063889599,,,,
Panama,1997,male,15-24 years,24,285627,0.08402567,,,,
Panama,1997,male,25-34 years,45,238869,0.188387777,,,,
Panama,1997,male,35-54 years,37,287568,0.12866522,,,,
Panama,1997,male,5-14 years,1,312443,0.003200584,,,,
Panama,1997,male,55-74 years,12,120516,0.099571841,,,,
Panama,1997,male,75+ years,5,26850,0.186219739,,,,
Panama,1998,female,15-24 years,9,277912,0.032384352,,,,
Panama,1998,female,25-34 years,4,240696,0.016618473,,,,
Panama,1998,female,35-54 years,7,300007,0.023332789,,,,
Panama,1998,female,5-14 years,0,302283,0,,,,
Panama,1998,female,55-74 years,3,127666,0.023498817,,,,
Panama,1998,female,75+ years,1,32466,0.030801454,,,,
Panama,1998,male,15-24 years,36,288189,0.124918023,,,,
Panama,1998,male,25-34 years,34,244555,0.139028031,,,,
Panama,1998,male,35-54 years,30,298156,0.100618468,,,,
Panama,1998,male,5-14 years,0,314942,0,,,,
Panama,1998,male,55-74 years,21,124577,0.168570442,,,,
Panama,1998,male,75+ years,3,27984,0.107204117,,,,
Panama,1999,female,15-24 years,6,280022,0.021426888,,,,
Panama,1999,female,25-34 years,5,245958,0.020328674,,,,
Panama,1999,female,35-54 years,3,311124,0.009642458,,,,
Panama,1999,female,5-14 years,2,304856,0.006560474,,,,
Panama,1999,female,55-74 years,2,132455,0.015099468,,,,
Panama,1999,female,75+ years,1,33654,0.02971415,,,,
Panama,1999,male,15-24 years,27,290738,0.092867117,,,,
Panama,1999,male,25-34 years,39,250022,0.155986273,,,,
Panama,1999,male,35-54 years,34,309108,0.109993918,,,,
Panama,1999,male,5-14 years,1,317395,0.003150648,,,,
Panama,1999,male,55-74 years,18,128928,0.139612807,,,,
Panama,1999,male,75+ years,5,29088,0.171892189,,,,
Panama,2000,female,15-24 years,8,282291,0.02833955,,,,
Panama,2000,female,25-34 years,7,250976,0.027891113,,,,
Panama,2000,female,35-54 years,1,322587,0.003099939,,,,
Panama,2000,female,5-14 years,0,307472,0,,,,
Panama,2000,female,55-74 years,3,137558,0.021808982,,,,
Panama,2000,female,75+ years,0,34891,0,,,,
Panama,2000,male,15-24 years,25,293406,0.085206165,,,,
Panama,2000,male,25-34 years,30,255237,0.117537818,,,,
Panama,2000,male,35-54 years,44,320403,0.137327054,,,,
Panama,2000,male,5-14 years,2,319906,0.006251836,,,,
Panama,2000,male,55-74 years,13,133582,0.097318501,,,,
Panama,2000,male,75+ years,10,30201,0.331114864,,,,
Panama,2001,female,15-24 years,9,284647,0.031618109,,,,
Panama,2001,female,25-34 years,4,255633,0.015647432,,,,
Panama,2001,female,35-54 years,5,333840,0.014977235,,,,
Panama,2001,female,5-14 years,0,310343,0,,,,
Panama,2001,female,55-74 years,4,142343,0.028101136,,,,
Panama,2001,female,75+ years,1,36391,0.027479322,,,,
Panama,2001,male,15-24 years,34,295927,0.1148932,,,,
Panama,2001,male,25-34 years,40,260141,0.153762767,,,,
Panama,2001,male,35-54 years,36,331590,0.10856781,,,,
Panama,2001,male,5-14 years,2,322658,0.006198514,,,,
Panama,2001,male,55-74 years,20,137839,0.145096816,,,,
Panama,2001,male,75+ years,7,31630,0.221308884,,,,
Panama,2002,female,15-24 years,6,287290,0.02088482,,,,
Panama,2002,female,25-34 years,6,260156,0.023063085,,,,
Panama,2002,female,35-54 years,8,345505,0.023154513,,,,
Panama,2002,female,5-14 years,2,313540,0.006378771,,,,
Panama,2002,female,55-74 years,5,147510,0.033896007,,,,
Panama,2002,female,75+ years,3,37924,0.07910558,,,,
Panama,2002,male,15-24 years,27,298701,0.090391395,,,,
Panama,2002,male,25-34 years,27,264880,0.101932951,,,,
Panama,2002,male,35-54 years,45,343226,0.131108949,,,,
Panama,2002,male,5-14 years,2,325809,0.006138566,,,,
Panama,2002,male,55-74 years,26,142461,0.182506089,,,,
Panama,2002,male,75+ years,3,33044,0.09078804,,,,
Panama,2003,female,15-24 years,10,290113,0.034469327,,,,
Panama,2003,female,25-34 years,3,264433,0.011345029,,,,
Panama,2003,female,35-54 years,6,357483,0.016784015,,,,
Panama,2003,female,5-14 years,0,317030,0,,,,
Panama,2003,female,55-74 years,2,153054,0.013067283,,,,
Panama,2003,female,75+ years,0,39497,0,,,,
Panama,2003,male,15-24 years,48,301615,0.159143279,,,,
Panama,2003,male,25-34 years,41,269356,0.152214913,,,,
Panama,2003,male,35-54 years,51,355206,0.143578656,,,,
Panama,2003,male,5-14 years,3,329290,0.00911051,,,,
Panama,2003,male,55-74 years,21,147444,0.142426955,,,,
Panama,2003,male,75+ years,10,34443,0.290334756,,,,
Panama,2004,female,15-24 years,14,292925,0.047793804,,,,
Panama,2004,female,25-34 years,9,268312,0.033543039,,,,
Panama,2004,female,35-54 years,9,369619,0.024349398,,,,
Panama,2004,female,5-14 years,2,320682,0.006236708,,,,
Panama,2004,female,55-74 years,0,158950,0,,,,
Panama,2004,female,75+ years,0,41133,0,,,,
Panama,2004,male,15-24 years,28,304470,0.091963083,,,,
Panama,2004,male,25-34 years,43,273441,0.15725513,,,,
Panama,2004,male,35-54 years,50,367374,0.136101085,,,,
Panama,2004,male,5-14 years,3,332938,0.009010687,,,,
Panama,2004,male,55-74 years,22,152775,0.144002618,,,,
Panama,2004,male,75+ years,6,35834,0.167438745,,,,
Panama,2005,female,15-24 years,11,295636,0.037207918,,,,
Panama,2005,female,25-34 years,4,271734,0.014720278,,,,
Panama,2005,female,35-54 years,4,381819,0.010476168,,,,
Panama,2005,female,5-14 years,0,324278,0,,,,
Panama,2005,female,55-74 years,4,165201,0.024212928,,,,
Panama,2005,female,75+ years,1,42852,0.023336134,,,,
Panama,2005,male,15-24 years,39,307165,0.126967591,,,,
Panama,2005,male,25-34 years,29,277085,0.104661025,,,,
Panama,2005,male,35-54 years,42,379629,0.11063433,,,,
Panama,2005,male,5-14 years,5,336503,0.014858709,,,,
Panama,2005,male,55-74 years,28,158455,0.17670632,,,,
Panama,2005,male,75+ years,5,37238,0.134271443,,,,
Panama,2006,female,15-24 years,7,298651,0.023438729,,,,
Panama,2006,female,25-34 years,3,275020,0.010908298,,,,
Panama,2006,female,35-54 years,1,394079,0.002537562,,,,
Panama,2006,female,5-14 years,1,328131,0.003047563,,,,
Panama,2006,female,55-74 years,1,171367,0.005835429,,,,
Panama,2006,female,75+ years,0,44900,0,,,,
Panama,2006,male,15-24 years,35,309913,0.11293492,,,,
Panama,2006,male,25-34 years,45,280685,0.160322069,,,,
Panama,2006,male,35-54 years,46,391962,0.117358315,,,,
Panama,2006,male,5-14 years,5,340413,0.014688041,,,,
Panama,2006,male,55-74 years,30,163874,0.183067479,,,,
Panama,2006,male,75+ years,11,38964,0.282311878,,,,
Panama,2007,female,15-24 years,5,301555,0.016580723,,,,
Panama,2007,female,25-34 years,6,277823,0.021596484,,,,
Panama,2007,female,35-54 years,7,406328,0.017227462,,,,
Panama,2007,female,5-14 years,2,331670,0.00603009,,,,
Panama,2007,female,55-74 years,1,177879,0.005621799,,,,
Panama,2007,female,75+ years,0,46968,0,,,,
Panama,2007,male,15-24 years,31,312490,0.099203175,,,,
Panama,2007,male,25-34 years,27,283781,0.09514379,,,,
Panama,2007,male,35-54 years,63,404333,0.155812165,,,,
Panama,2007,male,5-14 years,0,344045,0,,,,
Panama,2007,male,55-74 years,22,169617,0.12970398,,,,
Panama,2007,male,75+ years,7,40649,0.172205958,,,,
Panama,2008,female,15-24 years,12,304442,0.039416375,,,,
Panama,2008,female,25-34 years,5,280340,0.017835485,,,,
Panama,2008,female,35-54 years,7,418521,0.016725565,,,,
Panama,2008,female,5-14 years,2,334826,0.005973252,,,,
Panama,2008,female,55-74 years,4,184787,0.021646544,,,,
Panama,2008,female,75+ years,2,49093,0.040739006,,,,
Panama,2008,male,15-24 years,42,315047,0.133313442,,,,
Panama,2008,male,25-34 years,43,286535,0.150068927,,,,
Panama,2008,male,35-54 years,38,416678,0.091197519,,,,
Panama,2008,male,5-14 years,5,347309,0.014396402,,,,
Panama,2008,male,55-74 years,23,175747,0.130869944,,,,
Panama,2008,male,75+ years,3,42311,0.070903548,,,,
Panama,2009,female,15-24 years,16,307454,0.052040305,,,,
Panama,2009,female,25-34 years,4,282846,0.014141971,,,,
Panama,2009,female,35-54 years,4,430632,0.009288673,,,,
Panama,2009,female,5-14 years,1,337598,0.002962103,,,,
Panama,2009,female,55-74 years,3,192158,0.015612152,,,,
Panama,2009,female,75+ years,0,51327,0,,,,
Panama,2009,male,15-24 years,29,317792,0.091254657,,,,
Panama,2009,male,25-34 years,44,289198,0.152144897,,,,
Panama,2009,male,35-54 years,42,428945,0.097914651,,,,
Panama,2009,male,5-14 years,3,350210,0.008566289,,,,
Panama,2009,male,55-74 years,27,182355,0.148062844,,,,
Panama,2009,male,75+ years,4,43998,0.090913223,,,,
Panama,2010,female,15-24 years,11,310641,0.035410651,,,,
Panama,2010,female,25-34 years,0,285498,0,,,,
Panama,2010,female,35-54 years,8,442586,0.018075583,,,,
Panama,2010,female,5-14 years,0,340093,0,,,,
Panama,2010,female,55-74 years,0,200021,0,,,,
Panama,2010,female,75+ years,2,53719,0.037230775,,,,
Panama,2010,male,15-24 years,22,320806,0.068577271,,,,
Panama,2010,male,25-34 years,41,291915,0.140451844,,,,
Panama,2010,male,35-54 years,43,441040,0.097496826,,,,
Panama,2010,male,5-14 years,0,352867,0,,,,
Panama,2010,male,55-74 years,17,189488,0.089715444,,,,
Panama,2010,male,75+ years,7,45741,0.15303557,,,,
Panama,2011,female,15-24 years,9,314086,0.028654572,,,,
Panama,2011,female,25-34 years,3,288330,0.010404745,,,,
Panama,2011,female,35-54 years,4,453917,0.008812184,,,,
Panama,2011,female,5-14 years,1,342739,0.002917672,,,,
Panama,2011,female,55-74 years,2,207735,0.009627651,,,,
Panama,2011,female,75+ years,0,56277,0,,,,
Panama,2011,male,15-24 years,29,323984,0.089510593,,,,
Panama,2011,male,25-34 years,22,294852,0.074613705,,,,
Panama,2011,male,35-54 years,46,452407,0.101678356,,,,
Panama,2011,male,5-14 years,0,355754,0,,,,
Panama,2011,male,55-74 years,18,196346,0.0916749,,,,
Panama,2011,male,75+ years,10,47764,0.2093627,,,,
Panama,2012,female,15-24 years,9,317695,0.028329058,,,,
Panama,2012,female,25-34 years,5,291345,0.017161784,,,,
Panama,2012,female,35-54 years,3,465096,0.006450281,,,,
Panama,2012,female,5-14 years,0,345246,0,,,,
Panama,2012,female,55-74 years,0,215955,0,,,,
Panama,2012,female,75+ years,1,58910,0.016975047,,,,
Panama,2012,male,15-24 years,29,327419,0.088571525,,,,
Panama,2012,male,25-34 years,28,297870,0.094000739,,,,
Panama,2012,male,35-54 years,29,463652,0.06254691,,,,
Panama,2012,male,5-14 years,1,358553,0.002788988,,,,
Panama,2012,male,55-74 years,24,203725,0.117805866,,,,
Panama,2012,male,75+ years,6,49778,0.120535176,,,,
Panama,2013,female,15-24 years,4,321379,0.012446364,,,,
Panama,2013,female,25-34 years,0,294485,0,,,,
Panama,2013,female,35-54 years,5,476054,0.01050301,,,,
Panama,2013,female,5-14 years,1,347709,0.002875968,,,,
Panama,2013,female,55-74 years,2,224667,0.008902064,,,,
Panama,2013,female,75+ years,1,61650,0.0162206,,,,
Panama,2013,male,15-24 years,24,331046,0.072497478,,,,
Panama,2013,male,25-34 years,21,300914,0.069787381,,,,
Panama,2013,male,35-54 years,41,474703,0.086369793,,,,
Panama,2013,male,5-14 years,3,361341,0.008302407,,,,
Panama,2013,male,55-74 years,23,211628,0.108681271,,,,
Panama,2013,male,75+ years,5,51811,0.096504603,,,,
Panama,2014,female,15-24 years,5,325004,0.015384426,,,,
Panama,2014,female,25-34 years,4,297642,0.013438964,,,,
Panama,2014,female,35-54 years,8,486698,0.016437298,,,,
Panama,2014,female,5-14 years,1,350245,0.002855144,,,,
Panama,2014,female,55-74 years,1,233859,0.004276081,,,,
Panama,2014,female,75+ years,1,64534,0.015495708,,,,
Panama,2014,male,15-24 years,37,334717,0.110541144,,,,
Panama,2014,male,25-34 years,27,303879,0.088851155,,,,
Panama,2014,male,35-54 years,39,485485,0.080332039,,,,
Panama,2014,male,5-14 years,5,364214,0.013728193,,,,
Panama,2014,male,55-74 years,11,220050,0.049988639,,,,
Panama,2014,male,75+ years,8,53886,0.148461567,,,,
Panama,2015,female,15-24 years,8,328479,0.024354677,,,,
Panama,2015,female,25-34 years,4,300748,0.013300172,,,,
Panama,2015,female,35-54 years,4,496986,0.008048516,,,,
Panama,2015,female,5-14 years,0,352852,0,,,,
Panama,2015,female,55-74 years,3,243511,0.012319772,,,,
Panama,2015,female,75+ years,0,67619,0,,,,
Panama,2015,male,15-24 years,16,338328,0.047291386,,,,
Panama,2015,male,25-34 years,26,306724,0.084766761,,,,
Panama,2015,male,35-54 years,26,495960,0.052423583,,,,
Panama,2015,male,5-14 years,1,367146,0.002723712,,,,
Panama,2015,male,55-74 years,14,228981,0.061140444,,,,
Panama,2015,male,75+ years,8,56048,0.142734799,,,,
Paraguay,1979,female,15-24 years,10,309195,0.03234205,,,,
Paraguay,1979,female,25-34 years,5,204456,0.024455139,,,,
Paraguay,1979,female,35-54 years,2,233898,0.008550736,,,,
Paraguay,1979,female,5-14 years,0,409191,0,,,,
Paraguay,1979,female,55-74 years,1,116401,0.008590991,,,,
Paraguay,1979,female,75+ years,0,21194,0,,,,
Paraguay,1979,male,15-24 years,3,319704,0.00938368,,,,
Paraguay,1979,male,25-34 years,7,212345,0.032965222,,,,
Paraguay,1979,male,35-54 years,9,234079,0.038448558,,,,
Paraguay,1979,male,5-14 years,0,423887,0,,,,
Paraguay,1979,male,55-74 years,3,105263,0.028500043,,,,
Paraguay,1979,male,75+ years,1,15265,0.065509335,,,,
Paraguay,1980,female,15-24 years,13,316835,0.04103082,,,,
Paraguay,1980,female,25-34 years,2,212882,0.009394876,,,,
Paraguay,1980,female,35-54 years,5,240237,0.020812781,,,,
Paraguay,1980,female,5-14 years,0,414602,0,,,,
Paraguay,1980,female,55-74 years,5,120333,0.041551362,,,,
Paraguay,1980,female,75+ years,0,21919,0,,,,
Paraguay,1980,male,15-24 years,2,327587,0.006105248,,,,
Paraguay,1980,male,25-34 years,9,222059,0.040529769,,,,
Paraguay,1980,male,35-54 years,7,242039,0.028920959,,,,
Paraguay,1980,male,5-14 years,4,429168,0.009320359,,,,
Paraguay,1980,male,55-74 years,1,109333,0.009146369,,,,
Paraguay,1980,male,75+ years,4,15738,0.254161901,,,,
Paraguay,1981,female,15-24 years,7,325783,0.021486695,,,,
Paraguay,1981,female,25-34 years,4,221833,0.018031582,,,,
Paraguay,1981,female,35-54 years,1,246138,0.004062762,,,,
Paraguay,1981,female,5-14 years,1,419849,0.002381809,,,,
Paraguay,1981,female,55-74 years,0,123647,0,,,,
Paraguay,1981,female,75+ years,0,22987,0,,,,
Paraguay,1981,male,15-24 years,10,337007,0.029672974,,,,
Paraguay,1981,male,25-34 years,6,231650,0.025901144,,,,
Paraguay,1981,male,35-54 years,6,249348,0.024062756,,,,
Paraguay,1981,male,5-14 years,0,434124,0,,,,
Paraguay,1981,male,55-74 years,6,112669,0.053253335,,,,
Paraguay,1981,male,75+ years,2,16585,0.120590895,,,,
Paraguay,1982,female,15-24 years,6,335467,0.017885515,,,,
Paraguay,1982,female,25-34 years,1,231057,0.004327936,,,,
Paraguay,1982,female,35-54 years,6,252727,0.023741033,,,,
Paraguay,1982,female,5-14 years,1,426595,0.002344144,,,,
Paraguay,1982,female,55-74 years,0,127516,0,,,,
Paraguay,1982,female,75+ years,0,24019,0,,,,
Paraguay,1982,male,15-24 years,8,347263,0.023037295,,,,
Paraguay,1982,male,25-34 years,5,241377,0.020714484,,,,
Paraguay,1982,male,35-54 years,16,257546,0.062124824,,,,
Paraguay,1982,male,5-14 years,0,440742,0,,,,
Paraguay,1982,male,55-74 years,6,116516,0.051495074,,,,
Paraguay,1982,male,75+ years,1,17370,0.057570524,,,,
Paraguay,1983,female,15-24 years,8,345339,0.023165643,,,,
Paraguay,1983,female,25-34 years,4,240396,0.016639212,,,,
Paraguay,1983,female,35-54 years,6,260175,0.023061401,,,,
Paraguay,1983,female,5-14 years,0,435107,0,,,,
Paraguay,1983,female,55-74 years,0,131703,0,,,,
Paraguay,1983,female,75+ years,1,25005,0.039992002,,,,
Paraguay,1983,male,15-24 years,13,357669,0.036346454,,,,
Paraguay,1983,male,25-34 years,6,251050,0.023899622,,,,
Paraguay,1983,male,35-54 years,17,266724,0.063736297,,,,
Paraguay,1983,male,5-14 years,0,449305,0,,,,
Paraguay,1983,male,55-74 years,5,120672,0.041434633,,,,
Paraguay,1983,male,75+ years,0,18098,0,,,,
Paraguay,1984,female,15-24 years,5,354571,0.014101548,,,,
Paraguay,1984,female,25-34 years,2,249605,0.00801266,,,,
Paraguay,1984,female,35-54 years,4,268735,0.014884552,,,,
Paraguay,1984,female,5-14 years,3,445471,0.006734445,,,,
Paraguay,1984,female,55-74 years,1,135838,0.00736171,,,,
Paraguay,1984,female,75+ years,2,25934,0.07711884,,,,
Paraguay,1984,male,15-24 years,11,367236,0.02995349,,,,
Paraguay,1984,male,25-34 years,7,260425,0.02687914,,,,
Paraguay,1984,male,35-54 years,12,277030,0.043316608,,,,
Paraguay,1984,male,5-14 years,0,459846,0,,,,
Paraguay,1984,male,55-74 years,3,124820,0.02403461,,,,
Paraguay,1984,male,75+ years,3,18776,0.159778441,,,,
Paraguay,1985,female,15-24 years,9,362788,0.024807877,,,,
Paraguay,1985,female,25-34 years,6,258525,0.023208587,,,,
Paraguay,1985,female,35-54 years,3,278563,0.010769557,,,,
Paraguay,1985,female,5-14 years,5,457364,0.010932212,,,,
Paraguay,1985,female,55-74 years,4,139742,0.028624179,,,,
Paraguay,1985,female,75+ years,0,26807,0,,,,
Paraguay,1985,male,15-24 years,9,375543,0.023965298,,,,
Paraguay,1985,male,25-34 years,4,269355,0.014850291,,,,
Paraguay,1985,male,35-54 years,11,288558,0.038120586,,,,
Paraguay,1985,male,5-14 years,1,471865,0.00211925,,,,
Paraguay,1985,male,55-74 years,8,128809,0.062107461,,,,
Paraguay,1985,male,75+ years,3,19395,0.154679041,,,,
Paraguay,1986,female,15-24 years,12,370579,0.032381759,,,,
Paraguay,1986,female,25-34 years,3,267364,0.011220658,,,,
Paraguay,1986,female,35-54 years,6,289263,0.020742369,,,,
Paraguay,1986,female,5-14 years,0,470509,0,,,,
Paraguay,1986,female,55-74 years,2,142637,0.014021607,,,,
Paraguay,1986,female,75+ years,0,28055,0,,,,
Paraguay,1986,male,15-24 years,10,383018,0.026108434,,,,
Paraguay,1986,male,25-34 years,10,278072,0.035961909,,,,
Paraguay,1986,male,35-54 years,3,300541,0.009981999,,,,
Paraguay,1986,male,5-14 years,0,485244,0,,,,
Paraguay,1986,male,55-74 years,9,131783,0.06829409,,,,
Paraguay,1986,male,75+ years,1,20470,0.048851979,,,,
Paraguay,1987,female,15-24 years,12,377753,0.031766789,,,,
Paraguay,1987,female,25-34 years,2,275955,0.007247558,,,,
Paraguay,1987,female,35-54 years,4,301417,0.013270652,,,,
Paraguay,1987,female,5-14 years,3,485452,0.006179808,,,,
Paraguay,1987,female,55-74 years,1,145386,0.006878241,,,,
Paraguay,1987,female,75+ years,1,29224,0.034218451,,,,
Paraguay,1987,male,15-24 years,11,389735,0.028224306,,,,
Paraguay,1987,male,25-34 years,6,286352,0.020953232,,,,
Paraguay,1987,male,35-54 years,15,313985,0.047772983,,,,
Paraguay,1987,male,5-14 years,0,500586,0,,,,
Paraguay,1987,male,55-74 years,4,134656,0.029705323,,,,
Paraguay,1987,male,75+ years,3,21474,0.139703828,,,,
Paraguay,1988,female,15-24 years,0,384536,0,,,,
Paraguay,1988,female,25-34 years,0,284401,0,,,,
Paraguay,1988,female,35-54 years,0,314563,0,,,,
Paraguay,1988,female,5-14 years,0,501557,0,,,,
Paraguay,1988,female,55-74 years,0,148160,0,,,,
Paraguay,1988,female,75+ years,0,30332,0,,,,
Paraguay,1988,male,15-24 years,0,395992,0,,,,
Paraguay,1988,male,25-34 years,0,294326,0,,,,
Paraguay,1988,male,35-54 years,0,328403,0,,,,
Paraguay,1988,male,5-14 years,0,517201,0,,,,
Paraguay,1988,male,55-74 years,0,137619,0,,,,
Paraguay,1988,male,75+ years,0,22405,0,,,,
Paraguay,1989,female,15-24 years,13,391348,0.033218517,,,,
Paraguay,1989,female,25-34 years,3,292941,0.01024097,,,,
Paraguay,1989,female,35-54 years,0,328057,0,,,,
Paraguay,1989,female,5-14 years,1,517971,0.00193061,,,,
Paraguay,1989,female,55-74 years,0,151253,0,,,,
Paraguay,1989,female,75+ years,2,31393,0.06370847,,,,
Paraguay,1989,male,15-24 years,12,402329,0.029826336,,,,
Paraguay,1989,male,25-34 years,11,302327,0.036384445,,,,
Paraguay,1989,male,35-54 years,17,343125,0.049544627,,,,
Paraguay,1989,male,5-14 years,0,534185,0,,,,
Paraguay,1989,male,55-74 years,6,140982,0.042558625,,,,
Paraguay,1989,male,75+ years,2,23265,0.085966043,,,,
Paraguay,1990,female,15-24 years,24,398531,0.060221162,,,,
Paraguay,1990,female,25-34 years,8,301682,0.026517989,,,,
Paraguay,1990,female,35-54 years,7,341511,0.020497144,,,,
Paraguay,1990,female,5-14 years,4,534004,0.007490581,,,,
